,concept,ui,source,sourceConcept,obsolete,name,termType,language
2096,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A10922559,MMSL,NONE,false,human papillomavirus vaccine,GN,ENG
2097,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A26656716,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,HPV Vaccines,ET,ENG
2098,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A10907122,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,Human Papillomavirus Vaccines,PEP,ENG
2099,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A32289374,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,"Vaccine, Human Papillomavirus",PM,ENG
2100,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A19387677,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MEDCIN/304016,false,human papilloma virus vaccine,PT,ENG
2101,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A15978213,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MEDCIN/304016,false,HPV vaccine,SY,ENG
2102,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A19387104,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MEDCIN/304016,false,human papilloma virus vaccine (medication),FN,ENG
2103,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A7649221,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C1951,false,Human Papilloma Virus Vaccine,PT,ENG
2104,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A32284544,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,Human Papillomavirus Vaccine,ET,ENG
2105,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A32293785,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,Human Papilloma Virus Vaccine,ET,ENG
2106,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A8328532,MTH,NONE,false,Human Papilloma Virus Vaccine,PN,ENG
2107,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A8312384,HL7V2.5,NONE,false,HPV,PT,ENG
2108,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A26618922,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,Human Papilloma Virus Vaccines,ET,ENG
2109,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A7648560,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C1951,false,HPV Vaccine,SY,ENG
2110,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A8317254,HL7V3.0,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/HL7V3.0/11203,false,HPV,PT,ENG
2111,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A32291367,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,HPV Vaccine,ET,ENG
2112,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A10911785,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,"Vaccines, Human Papillomavirus",PM,ENG
2113,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27796579,CVX,NONE,false,"HPV, unspecified formulation",PT,ENG
2114,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A32290814,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,"Vaccine, HPV",PM,ENG
2115,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27392765,MEDLINEPLUS,NONE,false,HPV Vaccine,ET,ENG
2116,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A10909624,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498131,false,"Papillomavirus Vaccines, Human",PM,ENG
2117,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27471972,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0498131,false,Vaccins antipapillomavirus humains,ET,FRE
2118,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27570347,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M0498131,false,Vaccins anti-papillomavirus humains,ET,FRE
2119,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27616726,MSHGER,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHGER/M0498131,false,HPV-Vakzine,ET,GER
2120,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A33245800,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M0498131,false,Vacina contra HPV,ET,POR
2121,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A33238036,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0498131,false,Vacuna contra el Virus del Papiloma Humano,ET,SPA
2122,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A13454590,MSHGER,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHGER/M0498131,false,Humanes Papillomavirus-Vakzine,PEP,GER
2123,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27733429,MSHITA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHITA/M0498131,false,Vaccini anti HPV,ET,ITA
2124,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A26532937,MSHNOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHNOR/M0498131,false,Vaksiner mot humant papillomavirus,PEP,NOR
2125,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A24273622,MSHCZE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHCZE/M0498131,false,vakcíny proti lidskému papilomaviru,PEP,CZE
2126,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27501989,MSHNOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHNOR/M0498131,false,HPV-vaksiner,ET,NOR
2127,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A13396130,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0498131,false,Vacunas contra el Papillomavirus Humano,PEP,SPA
2128,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A33234522,MSHSWE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSWE/M0498131,false,Humant papillomvirusvaccin,ET,SWE
2129,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27631022,MSHCZE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHCZE/M0498131,false,vakcíny proti HPV,ET,CZE
2130,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27496770,MSHCZE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHCZE/M0498131,false,HPV vakcíny,ET,CZE
2131,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A27585447,MSHNOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHNOR/M0498131,false,Vaksiner mot livmorhalskreft,ET,NOR
2132,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512511,A33234989,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M0498131,false,Vacuna contra el VPH,ET,SPA
2133,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512319,A10806589,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C26681,false,HPV 18 E6:13-21 Peptide,PT,ENG
2134,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512319,A10806591,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C26681,false,HPV 18E6 Peptide,SY,ENG
2135,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1711334,A10806590,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C49275,false,HPV 18 L1-VLP,PT,ENG
2136,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A8179573,MTH,NONE,false,Human Papillomavirus 16 E7 Peptide (12-20),PN,ENG
2137,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A12785881,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2419,false,HPV 16 E7:12-20 Peptide Vaccine,PT,ENG
2138,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A7589887,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2419,false,HPV16E7(12-20),SY,ENG
2139,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A7582775,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2419,false,HPV-16 E7(12-20) peptide,SY,ENG
2140,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A7648566,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2419,false,HPV-16E7(12-20) peptide vaccine,SY,ENG
2141,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A7582777,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2419,false,HPV16 E7(12-20) peptide vaccine,SY,ENG
2142,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A7582776,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2419,false,HPV16 E7(12-20) peptide,SY,ENG
2143,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1522082,A11916785,PDQ,NONE,false,HPV 16 E7:12-20 peptide vaccine,PT,ENG
2144,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A11918521,PDQ,NONE,false,HPV 16 E7:86-93 peptide vaccine,PT,ENG
2145,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A4363008,PDQ,NONE,false,E7(86-93),AB,ENG
2146,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A7648565,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C38761,false,HPV-16E7 (86-93),SY,ENG
2147,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A12794260,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C38761,false,HPV 16 E7:86-93 Peptide Vaccine,PT,ENG
2148,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A7668793,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C38761,false,E7(86-93) Lipopeptide,SY,ENG
2149,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A29950168,PDQ,NONE,false,HPV 16E7 86-93 Lipopeptide Vaccine,SY,ENG
2150,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A10785129,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C38761,false,HPV 16E7 86-93 Lipopeptide Vaccine,SY,ENG
2151,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A29937985,PDQ,NONE,false,HPV-16E7 (86-93),SY,ENG
2152,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0879333,A11919343,PDQ,NONE,false,E7(86-93) lipopeptide,SY,ENG
2153,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A24831546,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M000603960,false,"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",MH,ENG
2154,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A29947199,PDQ,NONE,false,"quadrivalent human papillomavirus (types 6, 11, 16, 18) recombinant vaccine",LV,ENG
2155,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A12795194,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C61087,false,"Quadrivalent Human Papillomavirus (types 6, 11, 16, 18) Recombinant Vaccine",PT,ENG
2156,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A26710710,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C61087,false,"Quadrivalent HPV [Type 6, 11, 16 and 18] L1 Virus-Like Particle vaccine",SY,ENG
2157,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A29934959,PDQ,NONE,false,"quadrivalent HPV (type 6, 11, 16 and 18) L1 virus-like particle vaccine",SY,ENG
2158,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A20241643,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C61087,false,Recombinant Human Papillomavirus (HPV) Quadrivalent Vaccine,SY,ENG
2159,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A31550187,USPMG,NONE,false,"Human Papillomavirus Quadrivalent (types 6, 11, 16 and 18) Vaccine Recombinant""",PT,ENG
2160,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A29947198,PDQ,NONE,false,recombinant human papillomavirus quadrivalent vaccine,PT,ENG
2161,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A26541106,MSHSPA,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHSPA/M000603960,false,"Vacuna Tetravalente Recombinante contra el Virus del Papiloma Humano Tipos 6, 11 , 16, 18",MH,SPA
2162,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A27666813,MSHFRE,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHFRE/M000603960,false,"Vaccin recombinant quadrivalent contre les papillomavirus humains (types 6, 11, 16, 18)",ET,FRE
2163,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A33231118,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M000603960,false,"Vacina Papillomavirus Humano 6, 11, 16 e 18 (Recombinante)",ET,POR
2164,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A26526384,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M000603960,false,ГАРДАСИЛ,SY,RUS
2165,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A27725538,MSHPOR,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHPOR/M000603960,false,"Vacina Quadrivalente Recombinante para HPV 6, 11, 16, 18",ET,POR
2166,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1831799,A26522937,MSHRUS,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSHRUS/M000603960,false,"REKOMBINANTNAIA CHETYREKHVALENTNAIA VAKTSINA PROTIV PAPILLOMAVIRUSA CHELOVEKA, TIPOV 6, 11, 16, 18",SY,RUS
2167,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2348999,A29932097,PDQ,NONE,false,V504,CCN,ENG
2168,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2348999,A15569457,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C71526,false,Human Papilloma Virus L1 Virus-Like Particle V504 Vaccine,PT,ENG
2169,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2348999,A29938252,PDQ,NONE,false,HPV L1 VLP vaccine V504,PT,ENG
2170,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2349000,A29944388,PDQ,NONE,false,V503,CCN,ENG
2171,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2349000,A19030815,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C71520,false,Human Papillomavirus Vaccine V503,PT,ENG
2172,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2349000,A29950422,PDQ,NONE,false,human papillomavirus vaccine V503,PT,ENG
2173,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C2349000,A19035091,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C71520,false,V503,CCN,ENG
2174,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A29951972,PDQ,NONE,false,DPX-E7 vaccine,SY,ENG
2175,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A27926513,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C131494,false,HPV16-E7 11-19 Nanomer Vaccine DPX-E7,SY,ENG
2176,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A29948882,PDQ,NONE,false,DPX-E7,CCN,ENG
2177,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A27937207,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C131494,false,DPX-E7 HPV Vaccine,PT,ENG
2178,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A29936771,PDQ,NONE,false,HPV16-E7 11-19 nanomer vaccine DPX-E7,SY,ENG
2179,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A29945849,PDQ,NONE,false,DPX E7,CCN,ENG
2180,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A29939713,PDQ,NONE,false,HPV16-E711-19 peptide vaccine DPX-E7,PT,ENG
2181,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A27942386,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C131494,false,DPX-E7 Vaccine,SY,ENG
2182,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A27924666,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C131494,false,DPX-E7,CCN,ENG
2183,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4329699,A27932591,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C131494,false,DPX E7,CCN,ENG
2184,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29356076,MTH,NONE,false,"human papillomavirus vaccine, L1 type 16, 18",PN,ENG
2185,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29152066,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,Recombinant Human Papillomavirus Bivalent Vaccine,PT,ENG
2186,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A11277086,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498134,false,"HPV L1 vaccine, bivalent 16,18",CE,ENG
2187,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29169625,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,"Human Papillomavirus Vaccine, L1 Type 16, 18",SY,ENG
2188,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A10913144,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498134,false,"human papillomavirus vaccine L1 16,18",CE,ENG
2189,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A27075920,NDDF,NONE,false,"human papillomavirus vaccine, bivalent",IN,ENG
2190,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29947156,PDQ,NONE,false,human papillomavirus 16/18 L1 virus-like particle/AS04 vaccine,SY,ENG
2191,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29154036,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,Human Papillomavirus 16/18 L1 Virus-Like Particle/AS04 Vaccine,SY,ENG
2192,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29152760,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,HPV-16/18 VLP/AS04 Vaccine,SY,ENG
2193,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29164478,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,Recombinant HPV Bivalent Vaccine,SY,ENG
2194,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29944111,PDQ,NONE,false,recombinant human papillomavirus bivalent vaccine,PT,ENG
2195,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A17450397,VANDF,NONE,false,PAPILLOMAVIRUS HUMAN BIVALENT VACCINE,IN,ENG
2196,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A11279214,MSH,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/MSH/M0498134,false,"human papillomavirus vaccine, L1 type 16, 18",NM,ENG
2197,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29156659,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,"Human Papillomavirus Bivalent Types 16 and 18 Vaccine, Recombinant",SY,ENG
2198,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A29161949,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C48395,false,"Human Papillomavirus Vaccine L1 16,18",SY,ENG
2199,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1721788,A11919370,PDQ,NONE,false,HPV 16/18 L1 VLP/AS04 VAC,AB,ENG
2200,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29943092,PDQ,NONE,false,HVP E6/E7-encoding Semliki Forest virus vaccine Vvax001,PT,ENG
2201,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29946146,PDQ,NONE,false,Vvax-001,CCN,ENG
2202,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29776652,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C148539,false,Vvax001,CCN,ENG
2203,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29754541,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C148539,false,Vvax001 Therapeutic Cancer Vaccine,SY,ENG
2204,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29772277,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C148539,false,Vvax-001,CCN,ENG
2205,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29952256,PDQ,NONE,false,Vvax001,CCN,ENG
2206,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29939999,PDQ,NONE,false,Vvax001 therapeutic cancer vaccine,SY,ENG
2207,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C4725113,A29744008,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C148539,false,HPV E6/E7-encoding Semliki Forest Virus Vaccine Vvax001,PT,ENG
2208,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C5554941,A33478841,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C178315,false,NBP-615,CCN,ENG
2209,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C5554941,A33478842,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C178315,false,NBP615,CCN,ENG
2210,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C5554941,A33459326,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C178315,false,HPV L1 VLPs Vaccine NBP615,SY,ENG
2211,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C5554941,A33472336,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C178315,false,HPV Vaccine NBP615,SY,ENG
2212,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C5554941,A33466579,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C178315,false,NBP 615,CCN,ENG
2213,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C5554941,A33467049,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C178315,false,HPV L1 Virus-like Particles Vaccine NBP615,PT,ENG
2214,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512317,A7648555,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C38117,false,HPV 16 E6:18-26,SY,ENG
2215,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512317,A7648554,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C38117,false,HPV 16 E6 (18-26) Peptide,PT,ENG
2216,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512318,A7648556,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C29088,false,HPV 16 L1-VLP,PT,ENG
2217,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C1512316,A7648561,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2063,false,HPV-11 Vaccine,PT,ENG
2218,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0338214,A4352591,PDQ,NONE,false,human papillomavirus 16 E7 peptide/PADRE 965.10,PT,ENG
2219,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0338214,A7649224,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2569,false,Human Papillomavirus 16 E7 Peptide/Padre 965.10,PT,ENG
2220,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0338214,A7651929,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2569,false,Lipidated HPV-16 E7/Padre-965.10,SY,ENG
2221,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0338214,A7580940,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2569,false,HPV16 E7/PADRE 965.10,SY,ENG
2222,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0338214,A8284808,PDQ,NONE,false,HPV16 E7/PADRE96510,ACR,ENG
2223,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0390856,A4350125,PDQ,NONE,false,TA-HPV,PT,ENG
2224,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0390856,A4350126,PDQ,NONE,false,TA-human papillomavirus,SY,ENG
2225,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0390856,A7649226,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2403,false,Human Papillomavirus TA Vaccine,SY,ENG
2226,https://uts-ws.nlm.nih.gov/rest/content/2023AB/CUI/C0390856,A7663821,NCI,https://uts-ws.nlm.nih.gov/rest/content/2023AB/source/NCI/C2403,false,TA-Human Papillomavirus vaccine,SY,ENG
