ID,Label,RXN
VO_0003598,Fluzone 2018-2019 high-dose vaccine 0.5 ML Prefilled Syringe,2050423
VO_0000094,RabAvert,219579
VO_0003617,Fluzone Quadrivalent 2015-2016 Injectable Product,1659728
VO_0003894,Flublok 2017-2018,1928876
VO_0003278,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 20000 UNT/ML,1292436
VO_0004841,Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901508
VO_0003583,Fluzone 2015-2016 vaccine Injectable Suspension,1658706
VO_0003468,"Hepatitis A Vaccine, Inactivated Injectable Product",1160328
VO_0003618,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2015-2016],1659726
VO_0003874,Flublok 2012-2013 Formula,1367001
VO_0004842,Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML,901512
VO_0003935,GARDASIL 0.5 ML Injection,798274
VO_0003858,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated 2.5 UNT/ML",830465
VO_0003619,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2015-2016],1661112
VO_0003878,Flublok 2013-2014 Formula,1442206
VO_0004843,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML,901506
VO_0003937,GARDASIL 0.5 ML Prefilled Syringe,798278
VO_0003628,Fluzone Quadrivalent 2016-2017 Injectable Product,1801074
VO_0003882,Flublok 2014-2015 Formula,1537517
VO_0003349,meningococcal group B vaccine 0.1 MG/ML,1601397
VO_0003828,HAVRIX pediatric/adolescent vaccine 720 UNT in 0.5 ML Injection,1658066
VO_0000104,TYPHIM VI,114883
VO_0003629,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2016-2017],1801173
VO_0003779,Flucelvax 2015-2016,1657140
VO_0004821,Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML,798293
VO_0003365,Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML,1601400
VO_0003829,HAVRIX adult vaccine 1440 UNT in 1 ML Injection,1658060
VO_0003630,influenza A virus A/California/7/2009 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2016-2017],1801072
VO_0003693,Fluarix Quadrivalent 2015-2016,1657232
VO_0004828,Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML,798295
VO_0003369,Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML,1593131
VO_0003831,"Havrix, Hepatitis A Vaccine (Inactivated), (Pediatric Dose) 0.5 ML Prefilled Syringe",798482
VO_0011558,Ixiaro,845529
VO_0003639,Fluzone Quadrivalent 2017-2018 Injectable Product,1928316
VO_0003698,Fluarix Quadrivalent 2016-2017,1799119
VO_0003849,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",807219
VO_0004829,Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML,798289
VO_0003350,meningococcal group B vaccine Prefilled Syringe,1593133
VO_0003832,"Havrix, Hepatitis A Vaccine (Inactivated), (Adult Dose) 1 ML Prefilled Syringe",798479
VO_0003640,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluzone Quadrivalent 2017-2018],1928314
VO_0003703,Fluarix Quadrivalent 2017-2018,1928303
VO_0015014,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine",798279
VO_0004826,Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML,798291
VO_0003199,"Bordetella pertussis pertactin vaccine, inactivated",1300380
VO_0003889,Flublok 2015-2016 vaccine 0.5 ML Injection,1660929
VO_0003196,inactivated acellular pertussis vaccine,798302
VO_0003641,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Fluzone Quadrivalent 2017-2018],1928469
VO_0003708,Fluarix Quadrivalent 2018-2019,2048962
VO_0003359,meningococcal group B vaccine Prefilled Syringe [Bexsero],1601405
VO_0004827,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML,798287
VO_0003383,"diphtheria toxoid vaccine, inactivated 5 UNT/ML",798305
VO_0003200,"Bordetella pertussis toxoid vaccine, inactivated",1300186
VO_0003893,Flublok 2016-2017 vaccine 0.5 ML Injection,1803024
VO_0003569,Prevnar 13 Injectable Product,1177656
VO_0003899,Flublok Quadrivalent 2017-2018 Injectable Product,1928350
VO_0004816,"Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain 1000000 UNT/ML",805574
VO_0003395,"diphtheria toxoid vaccine, inactivated 30 UNT/ML",805373
VO_0003897,Flublok 2017-2018 vaccine 0.5 ML Injection,1928880
VO_0004845,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.02 MG/ML / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML / Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine 0.01 MG/ML [Menveo],901516
VO_0003900,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.09 MG/ML / influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok Quadrivalent 2017-2018],1928361
VO_0003429,"diphtheria toxoid vaccine, inactivated 4 UNT/ML",807271
VO_0003202,"Bordetella pertussis fimbriae 2/3 vaccine, inactivated",1300182
VO_0015010,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection [ActHIB]",1658093
VO_0003876,Flublok 2012-2013 Formula Influenza Virus Vaccine Injectable Solution,1367005
VO_0015055,Rubella Virus Vaccine Live (Wistar RA 27-3 Strain) 2000 UNT/ML,762818
VO_0003744,Afluria Quadrivalent 2016-2017 Formula,1858959
VO_0003454,"diphtheria toxoid vaccine, inactivated 13.4 UNT/ML",798305
VO_0015009,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML [ActHIB]",1300467
VO_0003880,Flublok 2013-2014 Formula Influenza Virus Vaccine Injectable Solution,1442210
VO_0010736,Quadracel,1607804
VO_0003904,Flublok Quadrivalent 2018-2019 Injectable Product,2050381
VO_0003745,Afluria Quadrivalent 2017-2018,1942162
VO_0003456,"diphtheria toxoid vaccine, inactivated 50 UNT/ML",801709
VO_0003986,Adacel Prefilled Syringe,904262
VO_0003884,Flublok 2014-2015 Formula Influenza Virus Vaccine Injectable Solution,1537521
VO_0003824,"FluMist Quadrivalent, 2018-2019 Formula Nasal Spray",2054274
VO_0003905,influenza A virus A/Michigan/45/2015 (H1N1) antigen 0.09 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.09 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.09 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.09 MG/ML [Flublok Quadrivalent 2018-2019],2050379
VO_0003784,Flucelvax Quadrivalent 2016-2017,1801607
VO_0003457,"diphtheria toxoid vaccine, inactivated 25 UNT/ML",807414
VO_0003259,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,1658156
VO_0003988,Adacel Injection,1657767
VO_0003782,FLUCELVAX 2015-2016 vaccine Prefilled Syringe,1657142
VO_0003791,Flucelvax Quadrivalent 2017-2018,1928533
VO_0003262,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injection,1658142
VO_0003716,Afluria 2015-2016 Injectable Product,1661806
VO_0003502,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus",1541617
VO_0015034,"0.5 ML L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML Injection [Gardasil 9]",1597099
VO_0003757,Flulaval Quadrivalent 2016-2017,1799102
VO_0003426,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658149
VO_0003717,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/South Australia/55/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Afluria 2015-2016],1661804
VO_0003507,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",1304122
VO_0003763,FluLaval Quadrivalent 2015-2016,1657335
VO_0003427,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Injection,1658154
VO_0003722,Afluria 2016-2017 Injectable Product,1799402
VO_0015039,Gardasil 9 prefilled syringe,1597102
VO_0015015,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",1300466
VO_0003767,Flulaval Quadrivalent 2017-2018,1928325
VO_0003417,Hepatitis B Surface Antigen Vaccine 0.005 MG/ML Injectable Suspension,830237
VO_0003676,Fluvirin 2015-2016 Injectable Product,1657329
VO_0004849,Trumenba vaccine Prefilled Syringe,1593138
VO_0003919,FLUAD 2015-2016 vaccine 0.5 ML Prefilled Syringe,1724012
VO_0003867,Hiberix Injectable Product,1169861
VO_0003911,Fluad 2016-2017,1801078
VO_0003773,Flulaval Quadrivalent 2018-2019,2048970
VO_0003420,1 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798426
VO_0003677,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Switzerland/9715293/2013 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML [Fluvirin 2015-2016],1657327
VO_0003923,Fluad 2016-2017 vaccine 0.5 ML Prefilled Syringe,1801082
VO_0003218,pneumococcal capsular polysaccharide type 12F vaccine,854936
VO_0003868,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML [Hiberix]",1300809
VO_0003912,Fluad 2017-2018,1928961
VO_0003616,Fluzone Quadrivalent 2015-2016,1659725
VO_0003422,1 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830243
VO_0003682,Fluvirin 2016-2017 Injectable Product,1801156
VO_0003927,Fluad 2017-2018 vaccine 0.5 ML Prefilled Syringe,1928965
VO_0003913,Fluad 2018-2019,2050759
VO_0003627,Fluzone Quadrivalent 2016-2017,1801071
VO_0003424,0.5 ML Hepatitis B Surface Antigen Vaccine 0.01 MG/ML Prefilled Syringe,830252
VO_0003683,influenza A virus A/Christchurch/16/2010 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2016-2017],1801154
VO_0003931,Fluad 2018-2019 vaccine 0.5 ML Prefilled Syringe,2050763
VO_0003638,Fluzone Quadrivalent 2017-2018,1928313
VO_0003425,0.5 ML Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe,798429
VO_0003688,Fluvirin 2017-2018 Injectable Product,1928973
VO_0015029,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection [Varivax],1292459
VO_0003437,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 1440 UNT/ML Injection,1658058
VO_0003649,Fluzone Quadrivalent 2018-2019,2050773
VO_0003323,pneumococcal capsular polysaccharide type 1 vaccine 0.05 MG/ML,854931
VO_0003689,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Fluvirin 2017-2018],1928971
VO_0003943,"Human papillomavirus type 18, L1 capsid protein (residues 2-472) vaccine 0.04 MG/ML",1301888
VO_0003579,Fluzone Quadrivalent 2013-2014 Formula,1427028
VO_0003283,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection [Zostavax],1292435
VO_0003313,pneumococcal capsular polysaccharide type 11A vaccine 0.05 MG/ML,854935
VO_0015081,Fluzone 2015-2016 Injectable Product,1658705
VO_0003942,"Human papillomavirus type 16, L1 capsid protein (residues 2-471) vaccine 0.04 MG/ML",1301886
VO_0003219,pneumococcal capsular polysaccharide type 14 vaccine,854938
VO_0003611,Fluzone Quadrivalent 2014-2015 Formula,1537557
VO_0003269,pneumococcal capsular polysaccharide type 12F vaccine 0.05 MG/ML,854937
VO_0003581,Fluzone 2015-2016 High-Dose vaccine Prefilled Syringe,1658713
VO_0003272,0.65 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 29800 UNT/ML Injection,1292432
VO_0003968,Hepatitis B Surface Antigen Vaccine 0.04 MG/ML [Heplisav-B],1994349
VO_0003310,pneumococcal capsular polysaccharide type 14 vaccine 0.05 MG/ML,854939
VO_0003586,Fluzone 2016-2017 Injectable Product,1801182
VO_0003276,0.5 ML Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML Injection,1292457
VO_0003341,Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine,901628
VO_0003319,pneumococcal capsular polysaccharide type 15B vaccine 0.05 MG/ML,854941
VO_0003587,Fluzone 2016-2017 High-Dose vaccine Prefilled Syringe,1801181
VO_0004851,Bexsero Injectable Product,1601406
VO_0003320,pneumococcal capsular polysaccharide type 17F vaccine 0.05 MG/ML,854943
VO_0000005,Adacel,605718
VO_0004852,meningococcal group B vaccine 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant FHBP fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B recombinant NHBA fusion protein antigen 0.1 MG/ML / Neisseria meningitidis serogroup B strain NZ98/254 outer membrane vesicle 0.05 MG/ML [Bexsero],1601404
VO_0003321,pneumococcal capsular polysaccharide type 18C vaccine 0.05 MG/ML,854945
VO_0003258,Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Engerix-B],798427
VO_0003220,pneumococcal capsular polysaccharide type 15B vaccine,854940
VO_0003898,Flublok Quadrivalent 2017-2018,1928347
VO_0003322,pneumococcal capsular polysaccharide type 19A vaccine 0.05 MG/ML,854947
VO_0004885,Menomune A/C/Y/W-135 Vaccine Injectable Solution,207269
VO_0003903,Flublok Quadrivalent 2018-2019,2050378
VO_0003324,pneumococcal capsular polysaccharide type 19F vaccine 0.05 MG/ML,854949
VO_0003839,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",829972
VO_0004830,RotaTeq Oral Liquid Product,1182563
VO_0000014,Biothrax,404894
VO_0015037,Gardasil 9 injection,1656976
VO_0003325,pneumococcal capsular polysaccharide type 2 vaccine 0.05 MG/ML,854951
VO_0003840,PEDIARIX vaccine Prefilled Syringe,829988
VO_0010715,Hiberix,683648
VO_0004831,Human-Bovine Reassortant Rotavirus Strain G1 Vaccine 1100000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain G2 Vaccine 1400000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain G3 Vaccine 1100000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain G4 Vaccine 1000000 UNT/ML / Human-Bovine Reassortant Rotavirus Strain P1A[8] Vaccine 1150000 UNT/ML [RotaTeq],798298
VO_0000015,Boostrix,583411
VO_0015035,"L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML [Gardasil 9]",1597096
VO_0003326,pneumococcal capsular polysaccharide type 20 vaccine 0.05 MG/ML,854953
VO_0003152,HEPLISAV-B,1994348
VO_0003673,PedvaxHIB vaccine Injection,1657733
VO_0015028,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain 2700 UNT/ML [Varivax],1292427
VO_0000028,Comvax,139056
VO_0015038,Gardasil 9 Injectable Product,1597098
VO_0003327,pneumococcal capsular polysaccharide type 22F vaccine 0.05 MG/ML,854955
VO_0003972,Pentacel vaccine Injection,1657397
VO_0015011,ActHIB Injectable Product,1169156
VO_0015030,Varivax Injectable Product,1187569
VO_0000029,Daptacel,352572
VO_0004847,Trumenba Injectable Product,1593139
VO_0003330,pneumococcal capsular polysaccharide type 4 vaccine 0.05 MG/ML,854963
VO_0003564,Pneumovax 23 Injection,1658471
VO_0003984,Adacel Injectable Product,1169952
VO_0003281,Varicella-Zoster Virus Vaccine Live (Oka-Merck) strain Injection [Zostavax],1658013
VO_0004848,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML / Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML [Trumenba],1593137
VO_0003331,pneumococcal capsular polysaccharide type 8 vaccine 0.05 MG/ML,854971
VO_0003566,PNEUMOVAX 23 vaccine Injectable Solution,854981
VO_0003985,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 MG/ML / Bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.006 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.005 MG/ML / diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML [Adacel]",1300190
VO_0003328,pneumococcal capsular polysaccharide type 3 vaccine 0.05 MG/ML,854959
VO_0003567,PNEUMOVAX 23 vaccine Prefilled Syringe,1547581
VO_0003715,Afluria 2015-2016,1661803
VO_0003329,pneumococcal capsular polysaccharide type 33F vaccine 0.05 MG/ML,854961
VO_0003464,"Hepatitis A Vaccine, Inactivated",253174
VO_0011559,Cervarix,661026
VO_0003573,ProQuad vaccine Injection,1658000
VO_0003721,Afluria 2016-2017,1799399
VO_0003571,pneumococcal capsular polysaccharide type 6B vaccine 0.05 MG/ML,854967
VO_0003866,1 ML RabAvert 2.5 UNT/ML Injection,830463
VO_0003222,pneumococcal capsular polysaccharide type 18C vaccine,854944
VO_0003727,Afluria 2017-2018,1942128
VO_0003309,pneumococcal capsular polysaccharide type 23F vaccine 0.05 MG/ML,854957
VO_0015022,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection [Tenivac]",1190916
VO_0003808,Flumist Quadrivalent 2017-2018,1946970
VO_0003733,Afluria 2018-2019,2050767
VO_0004880,Adenovirus Type 7 Vaccine Live 32000 UNT Delayed Release Oral Tablet,1099940
VO_0003311,pneumococcal capsular polysaccharide type 7F vaccine 0.05 MG/ML,854969
VO_0015023,"0.5 ML diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Prefilled Syringe [Tenivac]",1190919
VO_0003820,Flumist Quadrivalent 2018-2019,2054182
VO_0003332,pneumococcal capsular polysaccharide type 9N vaccine 0.05 MG/ML,854973
VO_0003852,Typhim Vi Injectable Solution,807225
VO_0004215,Biothrax Injectable Product,1174360
VO_0003813,influenza A virus A/Bolivia/559/2013 (H1N1) antigen 50000000 MG/ML / influenza A virus A/New Caledonia/71/2014 (H3N2) antigen 50000000 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 50000000 MG/ML [Flumist Quadrivalent 2016-2017],1801826
VO_0003405,"tetanus toxoid vaccine, inactivated 8 UNT/ML Injectable Solution",318242
VO_0003312,pneumococcal capsular polysaccharide type 5 vaccine 0.05 MG/ML,854965
VO_0003853,Typhim VI Prefilled Syringe,1486495
VO_0003910,FLUAD 2015-2016,1724002
VO_0003850,Typhim VI Injectable Product,1187511
VO_0000049,Gardasil,659877
VO_0003403,"tetanus toxoid vaccine, inactivated 10 UNT/ML Injectable Suspension",204527
VO_0003562,pneumococcal capsular polysaccharide type 9V vaccine 0.05 MG/ML,854975
VO_0003857,"rabies virus vaccine wistar strain PM-1503-3M (Human), Inactivated",830464
VO_0015001,Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML [Twinrix],803365
VO_0003223,pneumococcal capsular polysaccharide type 19A vaccine,854944
VO_0003576,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0088 MG/ML / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML [Prevnar 13],901642
VO_0000052,Havrix,203439
VO_0003404,"tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension",205262
VO_0003314,pneumococcal capsular polysaccharide type 10A vaccine 0.05 MG/ML,854933
VO_0015006,Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Prefilled Syringe [Twinrix],803370
VO_0003723,influenza A virus A/California/7/2009 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Brisbane/60/2008 antigen 0.03 MG/ML [Afluria 2016-2017],1799400
VO_0003385,"tetanus toxoid vaccine, inactivated 10 UNT/ML",798307
VO_0003862,rabies virus vaccine flury-lep strain,830457
VO_0004844,Menveo Injectable Product,1184384
VO_0000054,IPOL,287617
VO_0003402,"0.5 ML tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",792156
VO_0003298,Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901637
VO_0003728,Afluria 2017-2018 Injectable Product,1942131
VO_0015005,Hepatitis A Vaccine (Inactivated) Strain HM175 / Hepatitis B Surface Antigen Vaccine Injection [Twinrix],1657671
VO_0003401,"tetanus toxoid vaccine, inactivated 20 UNT/ML",801712
VO_0003751,Afluria Quadrivalent 2018-2019,2050791
VO_0000063,Imovax Rabies (USA),1659730
VO_0004868,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.005 MG/ML",1437843
VO_0003289,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901621
VO_0003354,Typhoid Vaccine Live Ty21a Delayed Release Oral Capsule [Vivotif],762601
VO_0003729,influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Brisbane/46/2015 antigen 0.03 MG/ML [Afluria 2017-2018],1942129
VO_0003256,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML,797753
VO_0003406,"tetanus toxoid vaccine, inactivated 8 UNT/ML",316782
VO_0015012,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML",1300465
VO_0003286,Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901622
VO_0003666,YF-VAX Injection,1658240
VO_0003734,Afluria 2018-2019 Injectable Product,2050770
VO_0003407,"tetanus toxoid vaccine, inactivated 4 UNT/ML",331444
VO_0003408,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,798444
VO_0003870,"Haemophilus influenzae type b strain 20752, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.07 MG/ML",1300807
VO_0003297,Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine 0.0044 MG/ML,901623
