index,ID,Label,Vaccine Name,Definition,Editor Note,FDA Vaccine Indications,RXN,CVX_Codes
VO_0002318,VO_0002318,Porcine Rotavirus-Transmissible Gastroenteritis Modified Live Virus Vaccine-Escherichia Coli Bacterin (USDA: 49P1.20),,,generated using OntoRat,,,
VO_0007250,VO_0007250,ALVAC(2)-NY-ESO-1 (M)/TRICOM Vaccine,,"A cancer vaccine consisting of a replication-defective recombinant canarypox virus [ALVAC(2)] encoding the cancer-testis antigen NY-ESO and the TRIad of COstimulatory Molecules (B7-1, ICAM-1 and LFA-3; also called TRICOM), with potential immunostimulatory and antineoplastic activities. Upon administration, ALVAC(2)/NY-ESO (M)/TRICOM vaccine may stimulate the host immune system to mount a cytotoxic T lymphocyte (CTL) response against NY-ESO-expressing cancer cells, which may result in the inhibition of tumor cell proliferation. NY-ESO-1, a tumor associated antigen (TAA), is found in normal testis and on the surface of various tumor cells, including bladder, breast, hepatocellular, melanoma, and prostate tumor cells. TRICOM may enhance antigen presentation and activate cytotoxic T-cells. In addition, ALVAC(2) encodes the vaccinia virus (vv) E3L ad K3L genes, which may potentiate the translation of the NY-ESO and TRICOM genes.",,,,
VO_0000652,VO_0000652,licensed cat vaccine,,,,,,
VO_0001135,VO_0001135,live attenuated Brucella melitensis vaccine,,live attenuated Brucella vaccine is a live attenuated vaccine that protects against a Brucella melitensis infection.,,,,
VO_0007135,VO_0007135,PA-1-STK Ovarian Carcinoma Vaccine,,"A cell-based cancer vaccine with potential antineoplastic activity. PA-1-STK ovarian carcinoma vaccine is produced by transducing the ovarian cancer cell line, PA-1, with the herpes simplex thymidine kinase (HSV-tk) gene, resulting in a cell line, PA-1-STK, that permanently expresses the HSV tk gene. Upon transfection into malignant cells, this vaccine is capable of sensitizing tumor cells in response to an antiviral drug such as ganciclovir, which is readily phosphorylated by the TK enzyme to its active form. Administration of ganciclovir following PA-1 STK transfection results in enhanced cytotoxicity of the transfected tumor cells. Additionally, adjacent non-transfected cells are also killed by the activated antiviral drug, a phenomenon referred to as the bystander effect that occurs with this type of suicide-gene transfer technique.",,,,
VO_0002282,VO_0002282,"Newcastle Disease-Bronchitis Mass & Ark Types, Killed Virus Vaccine-Salmonella Enteritidis Bacterin (USDA: 48D7.10)",,,,,,
VO_0012182,VO_0012182,Campylobacter jejuni vaccine,,A Campylobacter vaccine that protects against Campylobacter jejuni.,,,,
VO_0001845,VO_0001845,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Modified Live & Killed Virus Vaccine (USDA: 15B9.20),,,generated using OntoRat,,,
VO_0015035,VO_0015035,"L1 protein, Human papillomavirus type 11 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 16 Vaccine 0.12 MG/ML / L1 protein, Human papillomavirus type 18 Vaccine 0.08 MG/ML / L1 protein, Human papillomavirus type 31 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 33 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 45 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 52 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 58 Vaccine 0.04 MG/ML / L1 protein, Human papillomavirus type 6 Vaccine 0.06 MG/ML [Gardasil 9]",,,,,1597096,
VO_0001469,VO_0001469,Ducks vaccine,,,,,,
VO_0002112,VO_0002112,Canine Distemper-Adenovirus Type 2-Parvovirus-Rabies Modified Live & Killed Virus Vaccine (USDA: 13H9.20),,,generated using OntoRat,,,
VO_0003836,VO_0003836,"poliovirus vaccine inactivated, type 2 (MEF-1)",,,,,763098,
VO_0011554,VO_0011554,Bovine herpesvirus 1 DNA vaccine tgD-VP22,,,,,,
VO_0004348,VO_0004348,HIV DNA vaccine pHIS-SHIV-B,,,,,,
VO_0011544,VO_0011544,"S. equi Subunit EAG, FNZ and SFS Protein Vaccine",,,,,,
VO_0007523,VO_0007523,Melanoma Theraccine,,A synthetic allogeneic cancer vaccine. Melanoma theraccine typically consists of lysed melanoma cells obtained from several melanoma cell lines combined with an adjuvant (such as DETOX or RIBI). This agent may be combined with immunomodulatory cytokines such as interferon alpha. Melanoma theraccine may induce a rise in the level of cytotoxic T-lymphocyte precursors.,,,,
VO_0007001,VO_0007001,Recombinant Adenovirus-Interferon/Syn3 Vaccine,,"A non-replicating recombinant adenovirus type 5 (Ad5)-vector encoding the gene for interferon alpha-2b (IFN_2b) and the gene transfer enhancement agent Syn 3, with potential antineoplastic activity. Upon intravesical administration, recombinant adenovirus-interferon with Syn3 transfects both cancerous and normal bladder cells, and the adenovirus secretes interferon (IFN_2b) into the bladder. IFN exerts a direct antitumor killing effect and a bystander effect, thereby killing adjacent, non-transfected cancerous bladder cells. Syn 3 enhances the ability of the adenoviral vector to transfect cells.",,,,
VO_0003678,VO_0003678,Fluvirin 2015-2016 vaccine Injectable Suspension,,,,,1657330,
VO_0000965,VO_0000965,potato expressed E. coli LB-T vaccine,,,,,,
VO_0005461,VO_0005461,"Influenza,high-dose seasonal,quadrivalent,0.7ml dose,preservative free",,"A viral vaccine that protects against infection with influenza virus and with high-dose seasonal,quadrivalent,0.7ml dose,preservative free.",,,,['197']
VO_0003508,VO_0003508,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML",,,,,1304300,
VO_0004858,VO_0004858,smallpox vaccine live vaccinia virus 500000000 UNT/ML [ACAM2000],,,,,833084,
VO_0000083,VO_0000083,PedvaxHIB,Haemophilus B Conjugate Vaccine (Meningococcal Protein Conjugate),"PedvaxHIB is a highly purified capsular polysaccharide (polyribosylribitol phosphate or PRP) of Haemophilus
influenzae type b (Haemophilus b, Ross strain) that is covalently bound to an outer membrane protein complex (OMPC) of the B11 strain of Neisseria meningitidis serogroup B.",,Liquid PedvaxHIB is indicated for routine vaccination against invasive disease caused by Haemophilus influenzae type b in infants and children 2 to 71 months of age.,,['49']
VO_0001698,VO_0001698,"Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1651.02)",,,generated using OntoRat,,,
VO_0001523,VO_0001523,Mannheimia haemolytica vaccine,,bacterial vaccine that is used to protect against Mannheimia haemolytica infection,,,,
VO_0004327,VO_0004327,Lymphocytic choriomeningitis virus DNA vaccine pCMV-NP,,,,,,
VO_0000988,VO_0000988,Theileria parva vaccine by local veterinary institutes,,,Infection followed by drug treatment,,,
VO_0001989,VO_0001989,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus Bacterin (USDA: 44C9.24),,,,,,
VO_0004640,VO_0004640,E. coli-CPPs (Edwardsiella tarda),,,,,,
VO_0000410,VO_0000410,Pandemrix,,"Pandemrix is an influenza vaccine for influenza pandemics, such as the H1N1 2009 flu pandemic colloquially called the swine flu. The vaccine was developed by GlaxoSmithKline and patented in September 2006.",,,,
VO_0000345,VO_0000345,B. melitensis WR201,,,,,,
VO_0007061,VO_0007061,pNGVL4a-Sig/E7(detox)/HSP70 DNA Vaccine,,"An antigen-specific DNA cancer vaccine consisting of the coding sequences of a signal peptide (pNGVL4a-Sig), a detox form of the human papillomavirus type 16 (HPV-16) antigen E7, and the heat shock protein 70 (HSP70). Upon administration, this vaccine may generate potent cytotoxic CD8(+) T-cell responses against E7-expressing tumor cells, resulting in tumor cell death.",,,,
VO_0004074,VO_0004074,BoNT/A(Hc),,,,,,
VO_0003246,VO_0003246,pneumococcal capsular polysaccharide type 8 vaccine,,,,,854970,
VO_0004124,VO_0004124,deltaphoP/Q S. typhimurium strains expressing PEB1-ss,,,,,,
VO_0003551,VO_0003551,Enterobacterales vaccine,,,,,,
VO_0004594,VO_0004594,P. berghei DNA vaccine CSP-3p28,,,,,,
VO_0007251,VO_0007251,AML mRNA Positive Lysate Loaded Autologous Dendritic Cell Vaccine,,"A cancer vaccine consisting of autologous dendritic cells loaded with separate preparations of acute myelogenous leukemia (AML) cell lysate and AML-specific messenger RNA (mRNA) with potential immunostimulatory and antineoplastic activities. Upon administration, AML mRNA plus lysate loaded autologous dendritic cell vaccine may elicit a potent cytotoxic T-cell (CTL) response against AML cells, resulting in tumor cell death. Autologous dendritic cells doubly-loaded with AML cell lysate and AML-specific mRNA may elicit superior primary, recall, and effector lytic immune responses compared to autologous dendritic cells loaded with tumor lysate or tumor mRNA alone.",,,,
VO_0002468,VO_0002468,Porcine Rotavirus-Transmissible Gastroenteritis Vaccine-Bordetella Bronchiseptica-Clostridium Perfringens Type C-Erysipelothrix Rhusiopathiae-Escherichia Coli-Pasteurella Multocida Bacterin-Toxoid,,,,,,
VO_0000653,VO_0000653,licensed ferret vaccine,,,,,,
VO_0007083,VO_0007083,Racotumomab Vaccine,,"An anti-idiotype murine monoclonal antibody (MoAb) specific to P3 MoAb with anti-metastatic effect. Racotumomab binds to the idiotype region of P3 MoAb and functionally mimics the three-dimensional structure of N-glycolyl ceramides of mono-sialyl lactose, the antigenic target of P3. As a result, this anti-idiotype antibody may stimulate the host immune system to elicit humoral and cellular immune responses against tumor cells expressing NeuGc-GM3 gangliosides, which are expressed in a wide variety of tumor cells.",,,,
VO_0000721,VO_0000721,Brucella suis vaccine,,a Brucella vaccine against infection wtih B. suis,,,,
VO_0007141,VO_0007141,VEGFR1-1084 Peptide Vaccine,,"A peptide vaccine containing an HLA-A*2402-restricted epitope of vascular endothelial growth factor receptor 1 (VEGFR1 or Flt-1) with potential immunostimulating, antiangiogenic, and antineoplastic activities. Upon vaccination, VEGFR1-1084 peptide vaccine may stimulate a cytotoxic T lymphocyte (CTL) response against VEGFR1-expressing endothelial cells of the tumor microvasculature, which may inhibit tumor angiogenesis and tumor cell proliferation. VEGFR1, a receptor tyrosine kinase, may be overexpressed on endothelial cells of the tumor microvasculature and is associated with tumor cell proliferation, invasion and tumor angiogenesis. HLA-A*2402 is an MHC class I molecule that presents antigenic peptides to CD8+ T cells; epitope design restricted to epitopes that bind most efficiently to HLA-A*2402 may improve antigenicity.",,,,
VO_0002283,VO_0002283,"Newcastle Disease-Bronchitis Mass & Ark Types, Killed Virus Vaccine-Salmonella Enteritidis Bacterin (USDA: 48D7.11)",,,,,,
VO_0000438,VO_0000438,Moraxella bovis bacterin vaccine,,a Moraxella bovis vaccine that is prepared using a bacterial bacterin.,,,,
VO_0001846,VO_0001846,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia Modified Live & Killed Virus Vaccine (USDA: 15B9.21),,,generated using OntoRat,,,
VO_0015038,VO_0015038,Gardasil 9 Injectable Product,,,,,1597098,
VO_0001473,VO_0001473,parrot vaccine,,,,,,
VO_0002417,VO_0002417,Canine Distemper-Parvovirus Vaccine,,,,,,
VO_0003837,VO_0003837,"poliovirus vaccine inactivated, type 3 (Saukett)",,,,,763100,
VO_0011557,VO_0011557,Bovine herpesvirus 1 DNA vaccine pRSV-gC,,,,,,
VO_0004349,VO_0004349,HIV DNA vaccine SIVmac239 Gag-Pol-Nef and mock Env with rAd5 boost,,,,,,
VO_0011546,VO_0011546,S. equi Subunit CNE Protein Vaccine,,,,,,
VO_0007524,VO_0007524,Melapuldencel-T Vaccine,,"A therapeutic melanoma vaccine consisting of autologous dendritic cells (DCs) pulsed with antigens from lethally irradiated autologous tumor cells derived from a patient-specific, continuously proliferating and melanoma-initiating cell line and suspended in a solution containing the cytokine granulocyte-macrophage colony stimulating factor (GM-CSF), with potential immunostimulatory and antineoplastic activities. Upon subcutaneous administration, melapuldencel-T may stimulate the immune system to exert a cytotoxic T-lymphocyte (CTL) immune response against the patient's repertoire of melanoma-associated antigens, particularly tumor stem cell antigens, found in the irradiated autologous cancer cells. As an immunostimulant, GM-CSF enhances the activation of dendritic cells (DCs) and promotes antigen presentation to both B- and T-lymphocytes.",,,,
VO_0007002,VO_0007002,Recombinant Fowlpox GM-CSF Vaccine Adjuvant,,"A cancer vaccine adjuvant consisting of a recombinant fowlpox virus encoding human granulocyte-macrophage colony-stimulating factor (GM-CSF). GM-CSF binds to specific cell surface receptors on various immuno-hematopoietic cell types, enhancing their proliferation and differentiation and stimulating macrophage and dendritic cell functions in antigen presentation and antitumor cell-mediated immunity. Administration of recombinant fowlpox GM-CSF vaccine adjuvant may induce an immune response against tumor cells. Fowlpox virus is an attractive vector because its genome is easy to manipulate and it is replication incompetent in mammalian cells.",,,,
VO_0003679,VO_0003679,Fluvirin 2015-2016 vaccine Prefilled Syringe,,,,,1659982,
VO_0000970,VO_0000970,E. coli Tir protein Vaccine,,,,,,
VO_0005462,VO_0005462,"Influenza, injectable,quadrivalent, preservative free, pediatric",,,,,,['161']
VO_0003509,VO_0003509,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.09 MG/ML",,,,,1304309,
VO_0004855,VO_0004855,smallpox vaccine live vaccinia virus 500000000 UNT/ML,,,,,833080,
VO_0000084,VO_0000084,Pentacel,"Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Inactivated Poliovirus and Haemophilus b Conjugate (Tetanus Toxoid Conjugate) Vaccine",,,"For active immunization against diphtheria, tetanus, pertussis, poliomyelitis and invasive disease caused by Haemophilus influenzae type b when administered to infants and children 6 weeks through 4 years of age (prior to fifth birthday).",674453,['120']
VO_0001699,VO_0001699,"Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 1651.05)",,,generated using OntoRat,,,
VO_0011475,VO_0011475,"Theileria parva vaccine by Centre for Ticks and Tickborne Disease, Malawi",,,,,,
VO_0004338,VO_0004338,VHSV DNA vaccine pCMV-vhsG encoding glycoprotein G,,,,,,
VO_0002446,VO_0002446,Mannheimia Haemolytica-Pasteurella Multocida Vaccine,,,,,,
VO_0002362,VO_0002362,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine-Haemophilus Somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,
VO_0004804,VO_0004804,BL21(DE3)/pUTa-E + pET28a-FT,,,,,,
VO_0000414,VO_0000414,Panvax,,Panvax is an H1N1 unadjuvanted monovalent vaccine.,,,,
VO_0015003,VO_0015003,1 ML Hepatitis A Vaccine (Inactivated) Strain HM175 720 UNT/ML / Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Prefilled Syringe [Twinrix],,,,,803371,
VO_0007072,VO_0007072,p.DOM-WT1-126 DNA Vaccine,,"A fusion DNA vaccine containing the first domain of fragment C (FrC) of tetanus toxin (TT865-1120) (p.DOM) fused to the human Wilms' Tumor gene-1 (WT1)-derived MHC class I-binding epitope WT1.126, with potential antitumor activity. Upon vaccination with p.DOM-WT1-126 DNA and subsequent electroporation, this vaccine may induce a WT1 epitope-specific cytotoxic T-lymphocyte (CTL) response against WT1 expressing cells, resulting in cell lysis and inhibition of cancer cell proliferation in WT1-overexpressing cancer cells. WT1, a tumor associated antigen, is overexpressed in most types of leukemia and in a variety of solid cancers. The FrC of tetanus toxin contains the MHC II-binding sequence, p30, which induces T-helper cell activation for long-lasting immunity.",,,,
VO_0004075,VO_0004075,PBT,,,,,,
VO_0003248,VO_0003248,pneumococcal capsular polysaccharide type 3 vaccine,,,,,854958,
VO_0004203,VO_0004203,C. jejuni PorA protein vaccine,,,,,,
VO_0003552,VO_0003552,Enterobacteriaceae vaccine,,,,,,
VO_0011549,VO_0011549,P. berghei CS protein subunit vaccine,,,,,,
VO_0002319,VO_0002319,Porcine Rotavirus-Transmissible Gastroenteritis Modified Live Virus Vaccine-Bordetella Bronchiseptica-Clostridium Perfringens Type C-Erysipelothrix Rhusiopathiae-Escherichia Coli-Pasteurella Multocida Bacterin-Toxoid (USDA: 49T9.21),,,generated using OntoRat,,,
VO_0007258,VO_0007258,Anti-CEA TCR Retroviral Vector-Transduced Autologous Peripheral Blood Lymphocytes,,"Autologous human peripheral blood lymphocytes (PBLs), transduced with a retroviral vector encoding both the alpha and beta chains of a T cell receptor (TCR) specific for the carcinoembryonic antigen (CEA), with potential immunostimulating and antineoplastic activities. After transduction, expansion in culture, and reintroduction into the patient, anti-CEA TCR retroviral vector-transduced autologous lymphocytes bind to tumor cells expressing CEA, which may result in cytokine expression, activation and proliferation of T-cells, and a specific cytotoxic T-lymphocyte (CTL) response against CEA-expressing tumor cells. The tumor-associated antigen (TAA) CEA is overexpressed by a variety of cancer cell types, including those of the gastrointestinal tract, lung, and breast.",,,,
VO_0000655,VO_0000655,licensed deer vaccine,,,,,,
VO_0007086,VO_0007086,Recombinant Human EGF-rP64K/Montanide ISA 51 Vaccine,,"A peptide vaccine preparation, containing recombinant human epidermal growth factor (rEGF) linked to the Neisseria meningitidis-derived recombinant immunogenic carrier protein P64k (rP64k) and mixed with the immunoadjuvant Montanide ISA 51, with potential active immunotherapy activity. Recombinant human EGF-rP64K/Montanide ISA 51 vaccine may trigger a humoral immune response against vaccine rEGF and rP64K and, so, against endogenous EGF. Antibody-mediated inhibition of endogenous EGF binding to its receptor, epithelial growth factor receptor (EGFR), may result in the inhibition of tumor cell proliferation.",,,,
VO_0004049,VO_0004049,S. aureus FnbA Protein Vaccine,,,,,,
VO_0001136,VO_0001136,live attenuated Brucella suis vaccine,,live attenuated Brucella vaccine is a live attenuated vaccine that protects against a Brucella suis infection.,,,,
VO_0007142,VO_0007142,VEGFR2-169 Peptide Vaccine,,"A peptide vaccine containing an HLA-A*2402-restricted epitope of vascular endothelial growth factor receptor (VEGFR) 2 with potential immunostimulatory and antineoplastic activities. Upon administration, VEGFR2-169 peptide vaccine may stimulate a cytotoxic T lymphocyte (CTL) response against VEGFR2-expressing tumor cells. VEGFR2, a receptor tyrosine kinase, is overexpressed by a variety of tumor types; overexpression is associated with tumor cell proliferation and tumor angiogenesis. HLA-A*2402 is an MHC class I molecule that presents antigenic peptides to CD8+ T cells; epitope design restricted to epitopes that bind most efficiently to HLA-A*2402 may improve antigenic peptide immunogenicity.",,,,
VO_0002284,VO_0002284,"Encephalomyelitis-West Nile Virus Eastern & Western & Venezuelan, Killed Virus Vaccine-Tetanus Toxoid (USDA: 48W5.20)",,,,,,
VO_0000470,VO_0000470,autogenous poulty bacterin vaccine,,an autogenous bacterin vaccine that is prepared for poultry use. ,,,,
VO_0002434,VO_0002434,Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine,,,,,,
VO_0004847,VO_0004847,Trumenba Injectable Product,,,,,1593139,
VO_0001478,VO_0001478,turkey vaccine,,,,,,
VO_0002113,VO_0002113,Canine Distemper-Parvovirus Modified Live Virus Vaccine (USDA: 13P1.20),,,generated using OntoRat,,,
VO_0015057,VO_0015057,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 40000 UNT/ML",,,,,798373,
VO_0004685,VO_0004685,BoHV-4-A-gD(cp)gD(106)DeltaTK,,,,,,
VO_0004350,VO_0004350,HIV recombinant vector vaccine MVA.HIVA encoding env and rev,,,,,,
VO_0004050,VO_0004050,S. agalactiae BPS Protein Vaccine,,,,,,
VO_0007527,VO_0007527,Monoclonal Antibody 4B5 Anti-Idiotype Vaccine,,"A humanized anti-idiotypic (anti-Id) monoclonal antibody (MoAb) that mimics the disialoganglioside GD2 with potential immunostimulating and antineoplastic activities. Upon administration, monoclonal antibody 4B5 anti-idiotype vaccine may elicit both cellular and humoral immune responses against GD2- expressing tumor cells. GD2 is a glycosphingolipid (ceramide and oligosaccharide) that may be highly expressed by melanomas and other neuroectodermal tumors, while only minimally expressed by normal tissues.",,,,
VO_0007005,VO_0007005,Recombinant Adenovirus-LacZ Vaccine,,,,,,
VO_0003684,VO_0003684,Fluvirin 2016-2017 vaccine Injectable Suspension,,,,,1801157,
VO_0000973,VO_0000973,E. coli Shiga toxin 2B vaccine,,,,,,
VO_0005463,VO_0005463,"Influenza, injectable, MDCK, quadrivalent, preservative",,,,,,['166']
VO_0003510,VO_0003510,"Influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML",,,,,1304123,
VO_0015010,VO_0015010,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine Injection [ActHIB]",,,,,1658093,
VO_0011494,VO_0011494,T. parva Subunit p67 Protein Vaccine,,,,,,
VO_0001700,VO_0001700,"Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 16G1.00)",,,generated using OntoRat,,,
VO_0002029,VO_0002029,Mannheimia Haemolytica-Pasteurella Multocida Avirulent Live Culture Vaccine (USDA: 1861.01),,,generated using OntoRat,,,
VO_0004339,VO_0004339,VHSV DNA vaccine pCMV-vhsN encoding nucleocapsid protein N and glycoprotein G,,,,,,
VO_0003533,VO_0003533,Yersiniaceae vaccine,,A vaccine that is used against an infection by a pathogen under Yersiniaceae.,,,,
VO_0001990,VO_0001990,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.20),,,,,,
VO_0004865,VO_0004865,MenHibrix Injectable Product,,,,,1437915,
VO_0004890,VO_0004890,gH1-Qbeta vaccine,,The gH1-Qbeta vaccine is a novel pandemic-influenza vaccine produced by covalently linking the globular head domain of haemagglutinin (gH1) from A/California/07/09 produced in E. coli to VLPs from the bacteriophage Qbeta,,,,
VO_0003515,VO_0003515,"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain 0.03 MG/ML",,,,,1005930,
VO_0007073,VO_0007073,p.DOM-WT1-37 DNA Vaccine,,"A fusion DNA vaccine containing the first domain of fragment C (FrC) of tetanus toxin (TT865-1120) (p.DOM) fused to the human Wilms' Tumor gene-1 (WT1)-derived MHC class I-binding epitope WT1.37, with potential antitumor activity. Upon vaccination with p.DOM-WT1-37 DNA and subsequent electroporation, this vaccine may induce a WT1 epitope-specific cytotoxic T-lymphocyte (CTL) response against WT1 expressing cells, resulting in cell lysis and inhibition of cancer cell proliferation in WT1-overexpressing cancer cells. WT1, a tumor associated antigen, is overexpressed in most types of leukemia and in a variety of solid cancers. The FrC of tetanus toxin contains the MHC II-binding sequence, p30, which induces T-helper cell activation for long-lasting immunity.",,,,
VO_0004076,VO_0004076,BoNT/F(Hc),,,,,,
VO_0003249,VO_0003249,pneumococcal capsular polysaccharide type 33F vaccine,,,,,854960,
VO_0011485,VO_0011485,C. jejuni FspA1 protein vaccine,,,,,,
VO_0000041,VO_0000041,Escherichia coli vaccine,,A bacterial vaccine that prevents against Escherichia coli infection.,,,,
VO_0003009,VO_0003009,P. yoelii p36/p52 mutant vaccine,,,,,,
VO_0007259,VO_0007259,Anti-CTLA4 MoAb RNA-transfected Autologous Dendritic Cell Vaccine,,"An autologous dendritic cell (DC) cancer vaccine with potential immunostimulatory activity. Anti-CTLA4 MoAb RNA-transfected autologous DC vaccine is prepared by transfecting DCs with RNAs encoding humanized heavy and light chains of the anti-CTLA4 (cytotoxic T-Lymphocyte-Associated Antigen 4); expression of anti-CTLA4 blocks the inhibitory effect of CTLA4 on the activation of T-lymphocytes. Co-vaccination of this vaccine with melanoma antigen specific vaccine may eliminate the adverse effects associated with systemic administration of immune modulators, while also enhancing vaccine-induced immune responses",,,,
VO_0000295,VO_0000295,human immunodeficiency virus vaccine,,A viral vaccine that protects against infection with human immunodeficiency virus that causes AIDS.,,,,
VO_0000657,VO_0000657,licensed bird vaccine,,,,,,
VO_0007089,VO_0007089,Oncovax-ID/IL-2 Vaccine,,A cancer vaccine consisting of a mixture of a murine lymphoma-derived idiotype and interleukin-2 (IL-2) encapsulated in dimyristoylphosphatidylcholine liposomes. The use of a liposomal carrier confers immunogenicity to the naturally non-immunogenic idiotype.,,,,
VO_0002473,VO_0002473,Porcine Reproductive & Respiratory Syndrome-Parvovirus Vaccine-Erysipelothrix Rhusiopathiae-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin,,,,,,
VO_0003814,VO_0003814,"FluMist Quadrivalent, 2016-2017 Formula Nasal Spray",,,,,1801830,
VO_0007143,VO_0007143,NY-ESO-1/LAGE-1 peptide vaccine,,"A cancer vaccine containing HLA class I- and II-binding peptides derived from the NY-ESO-1/LAGE-1 cancer/testis antigen with potential immunostimulatory and antineoplastic activities. Upon administration, NY-ESO-1/LAGE-1 HLA class I/II peptide vaccine may induce a cytotoxic immune response against tumor cells that over-express NY-ESO-1/LAGE-1. Rarely expressed by normal cells, the NY-ESO-1/LAGE-1 cancer/testis antigen has been shown to be preferentially expressed on the surface of some cancer cell types.",,,,
VO_0002285,VO_0002285,"Encephalomyelitis-West Nile Virus Eastern & Western, Killed Virus Vaccine-Tetanus Toxoid (USDA: 48W5.21)",,,,,,
VO_0001085,VO_0001085,Chlamydophila abortus vaccine,,a Chlamydia bacterial vaccine against C. abortus infection,,,,
VO_0001849,VO_0001849,"Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Modified Live & Killed Virus, Killed Chlamydia Vaccine (USDA: 1559.2C)",,,generated using OntoRat,,,
VO_0004848,VO_0004848,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen 0.12 MG/ML / Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen 0.12 MG/ML [Trumenba],,,,,1593137,
VO_0001470,VO_0001470,catfish vaccine,,,,,,
VO_0002114,VO_0002114,Canine Distemper-Parvovirus Modified Live Virus Vaccine (USDA: 13P1.27),,,generated using OntoRat,,,
VO_0015060,VO_0015060,"Mumps Virus Vaccine Live, Jeryl Lynn Strain 25000 UNT/ML",,,,,804181,
VO_0002955,VO_0002955,Equid herpesvirus gE mutant vaccine,,,,,,
VO_0004351,VO_0004351,HIV DNA vaccine VlJns-tPA-gp120,,,,,,
VO_0004051,VO_0004051,S. agalactiae Rib Protein Vaccine,,,,,,
VO_0007529,VO_0007529,mRNA-Electroporated Dendritic Cells Vaccine,,,,,,
VO_0007010,VO_0007010,Personalized Synthetic Long Peptide Breast Cancer Vaccine,,"A cancer vaccine consisting of one or more long, synthetic peptides derived from patient-specific breast cancer tumor-associated antigens (TAAs), with potential immunomodulating and antineoplastic activities. Upon intramuscular administration of the personalized synthetic long peptide breast cancer vaccine, the peptides stimulate the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells expressing the TAAs, which results in tumor cell lysis.",,,,
VO_0003685,VO_0003685,Fluvirin 2016-2017 vaccine Prefilled Syringe,,,,,1801162,
VO_0001167,VO_0001167,KLH-s-FimH1-25 with CFA and then IFA,,,,,,
VO_0006022,VO_0006022,influenza nasal unspecified formulation,,,,,,['151']
VO_0003505,VO_0003505,"Influenza Virus Vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain 0.03 MG/ML",,,,,1005932,
VO_0015009,VO_0015009,"Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML [ActHIB]",,,,,1300467,
VO_0001138,VO_0001138,Ovilis Toxovax,,,S48 strain with a lost ability to form cysts after passages in mice,,,
VO_0001701,VO_0001701,"Marek's Disease Serotypes 2 & 3, Live Virus Vaccine (USDA: 16L1.07)",,,,,,
VO_0002385,VO_0002385,chicken bursal disease-reovirus vaccine,,,,,,
VO_0004494,VO_0004494,VHSV DNA vaccine pVHS-G encoding glycoproteins,,,,,,
VO_0000601,VO_0000601,Yersinia vaccine,,A bacterial vaccine that protects against Yersinia bacterial infection.,,,,
VO_0001991,VO_0001991,Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Modified Live Virus Vaccine-Haemophilus somnus-Leptospira Canicola-Grippotyphosa-Hardjo-Icterohaemorrhagiae-Pomona Bacterin (USDA: 44D9.21),,,,,,
